id,来源,名称,分类,红绿灯地址,大图片地址,小图片地址,热量,碳水化合物,脂肪,蛋白质,纤维素,维生素A,维生素C,维生素E,胡萝卜素,硫胺素,核黄素,烟酸,胆固醇,镁,钙,铁,锌,铜,锰,钾,磷,钠,硒,度量单位
sanmingzhi_jiakaoniuroupian,薄荷,三明治(夹烤牛肉片),零食、点心、冷饮,http://s2.boohee.cn/food/star/sanmingzhi_jiakaoniuroupian-31632059d83eaaa8864a7628c990e8b8.png,http://s2.boohee.cn/house/upload_food/2020/5/14/big_photo_url_ee49b857ef9cf6ae3879f5472f555533.jpg,http://s2.boohee.cn/house/upload_food/2020/5/14/mid_photo_url_1347ae54c52dfd3ee9986f8c3980991e.jpg,247,24.10,9.90,15.50,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,
danengniunaitenongjiaxinbinggan,用户上传,达能 牛奶特浓夹心饼干,零食、点心、冷饮,http://s2.boohee.cn/food/star/danengniunaitenongjiaxinbinggan-074adf7bc73f382407ed1e9c9ab01cf0.png,http://s2.boohee.cn/house/upload_food/2008/6/28/4771_1214634290.jpg,http://s2.boohee.cn/house/upload_food/2008/6/28/4771_1214634290mid.jpg,483,64.00,20.67,10.00,一,,,,,,,,,,,,,,,,,,,
sanmingzhi_jiajiroupian_wudiaoliaojiang,薄荷,三明治(夹鸡肉片，无调料酱),零食、点心、冷饮,http://s2.boohee.cn/food/star/sanmingzhi_jiajiroupian_wudiaoliaojiang-9bf243f9a60df78afcd0a555a1999e56.png,http://s2.boohee.cn/house/upload_food/2020/5/14/big_photo_url_ee49b857ef9cf6ae3879f5472f555533.jpg,http://s2.boohee.cn/house/upload_food/2020/5/14/mid_photo_url_1347ae54c52dfd3ee9986f8c3980991e.jpg,284,21.30,16.20,13.30,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,
maidanglaoxiangyucuipai,用户上传,麦当劳 香芋派,零食、点心、冷饮,http://s2.boohee.cn/food/star/maidanglaoxiangyucuipai-ddcffc7f8252949f8bf90efb01dc2102.png,http://s2.boohee.cn/house/upload_food/2018/12/20/big_photo_url_e055978cd472dae1c236f371efec416d.jpg,http://s2.boohee.cn/house/upload_food/2018/12/20/mid_photo_url_55831d39725ab8bce02717357abc1edb.jpg,280,31.49,15.52,2.87,一,,,,,,,,,,,,,,,,,,,
heluxueminikeaiduoqiaokelikouwei,用户上传,和路雪 迷你可爱多巧克力口味,零食、点心、冷饮,http://s2.boohee.cn/food/star/heluxueminikeaiduoqiaokelikouwei-e43dbed63d315e8652ae20f1cacae023.png,http://s2.boohee.cn/house/upload_food/2009/7/10/107102_1247203070.jpg,http://s2.boohee.cn/house/upload_food/2009/7/10/107102_1247203070mid.jpg,346,37.00,19.50,5.00,一,,,,,,,,,,,,,,,,,,,
xiaobeijingQ10mangguobang,用户上传,小贝京 Q10芒果棒,零食、点心、冷饮,http://s2.boohee.cn/food/star/xiaobeijingQ10mangguobang-3a4ff01eafb09f1823392fbaa8576ccc.png,http://s2.boohee.cn/house/upload_food/2010/11/7/67636_1289138680.jpg,http://s2.boohee.cn/house/upload_food/2010/11/7/67636_1289138680mid.jpg,385,96.30,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,
haitai,薄荷,海苔,零食、点心、冷饮,http://s2.boohee.cn/food/star/haitai-b6a6dee05141b79f8090529882f90dbe.png,http://s2.boohee.cn/house/new_food/big/6e560bbcd71c4699be1c8c820645bd8c.jpg,http://s2.boohee.cn/house/new_food/mid/6e560bbcd71c4699be1c8c820645bd8c.jpg,270,50.40,4.80,29.40,46.40,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,
defuzhenrenqiaokeli,用户上传,德芙 榛仁巧克力,零食、点心、冷饮,http://s2.boohee.cn/food/star/defuzhenrenqiaokeli-ba65ea05845afd41c99efc8bc1b32440.png,http://s2.boohee.cn/house/upload_food/2008/6/14/44334_1213448870.jpg,http://s2.boohee.cn/house/upload_food/2008/6/14/44334_1213448870mid.jpg,568,53.30,36.90,7.50,一,,,,,,,,,,,,,,,,,,,
SOYJOYdadouguozibanghishanchahi,用户上传,SOYJOY大豆果滋棒(山楂),零食、点心、冷饮,http://s2.boohee.cn/food/star/SOYJOYdadouguozibanghishanchahi-2eeacc98d4b883f6675dcc0ba6f3c584.png,http://s2.boohee.cn/house/upload_food/2008/7/3/65925_1215084632.jpg,http://s2.boohee.cn/house/upload_food/2008/7/3/65925_1215084632mid.jpg,467,48.80,20.37,15.19,11.85,,,,,,,,,,,,,,,,,,,
jinsiajiaomizao,用户上传,金丝 阿胶蜜枣,零食、点心、冷饮,http://s2.boohee.cn/food/star/jinsiajiaomizao-48da7bec03ff60776198d78a1bf9ade2.png,http://s2.boohee.cn/house/upload_food/2011/1/10/478780_1294636184.jpg,http://s2.boohee.cn/house/upload_food/2011/1/10/478780_1294636184mid.jpg,317,75.80,0.00,1.00,2.70,,,,,,,,,,,,,,,,,,,"1包金丝 阿胶蜜枣(227.0克)720大卡,标准(100克)317大卡"
fd0b0729,用户上传,亨氏 果汁泥(苹果白葡萄甘蔗西柚),零食、点心、冷饮,http://s2.boohee.cn/food/star/fd0b0729-4cef330f926f670dafb525006ed024ae.png,http://s2.boohee.cn/house/upload_food/2015/12/10/big_photo_url_dab121175ac0146bb45d645b2174e42c.png,http://s2.boohee.cn/house/upload_food/2015/12/10/mid_photo_url_dab121175ac0146bb45d645b2174e42c.png,50,11.90,0.10,0.10,一,,,,,,,,,,,,,,,,,,,
lundunlanmeiruishijuan,用户上传,伦敦 蓝莓瑞士卷,零食、点心、冷饮,http://s2.boohee.cn/food/star/lundunlanmeiruishijuan-18c177a35eaa0095fcbd51a423367f38.png,http://s2.boohee.cn/house/upload_food/2008/11/25/106628_1227607580.jpg,http://s2.boohee.cn/house/upload_food/2008/11/25/106628_1227607580mid.jpg,422,55.00,19.50,7.00,一,,,,,,,,,,,,,,,,,,,
milaotounongfuxiaoshemaitonghuashengwei,用户上传,米老头农夫小舍麦通花生味,零食、点心、冷饮,http://s2.boohee.cn/food/star/milaotounongfuxiaoshemaitonghuashengwei-322c9cbcbad17a244ebb87bb408eba42.png,http://s2.boohee.cn/house/upload_food/2008/10/20/133396_1224497768.jpg,http://s2.boohee.cn/house/upload_food/2008/10/20/133396_1224497768mid.jpg,480,76.00,14.00,4.00,一,,,,,,,,,,,,,,,,,,,
jujidanbaizicaijuan,用户上传,钜记 鉅記蛋白紫菜卷,零食、点心、冷饮,http://s2.boohee.cn/food/star/jujidanbaizicaijuan-0e89cd5c2e39c607357f1b6cdaddb28a.png,http://s2.boohee.cn/house/upload_food/2011/6/14/987095_1308058775.jpg,http://s2.boohee.cn/house/upload_food/2011/6/14/987095_1308058775mid.jpg,502,63.30,25.40,7.70,2.60,,,,,,,,,,,,,,,,,,,
baoheqiaokelikafeidou,用户上传,薄荷健康 薄荷 巧克力咖啡豆,零食、点心、冷饮,http://s2.boohee.cn/food/star/baoheqiaokelikafeidou-aec4e8881cc3b2e18e117c3511b2def5.png,http://s2.boohee.cn/house/upload_food/2015/1/20/9945642_1421747747.jpg,http://s2.boohee.cn/house/upload_food/2015/1/20/9945642_1421747747mid.jpg,417,33.33,28.33,8.33,一,,,,,,,,,,,,,,,,,,,
huangshiniunaiyanmaibinggan,用户上传,皇室 牛奶燕麦饼干,零食、点心、冷饮,http://s2.boohee.cn/food/star/huangshiniunaiyanmaibinggan-957e0032c03b69599179ecd423c73afb.png,http://s2.boohee.cn/house/upload_food/2008/12/7/17662_1228640161.jpg,http://s2.boohee.cn/house/upload_food/2008/12/7/17662_1228640161mid.jpg,466,68.90,16.80,9.30,1.60,,,,,,,,,,,,,,,,,,,"1袋皇室 牛奶燕麦饼干(40.0克)186大卡,标准(100克)466大卡"
DQbaofengxue_caomeizhishiwei,用户上传,DQ暴风雪(草莓芝士味),零食、点心、冷饮,http://s2.boohee.cn/food/star/DQbaofengxue_caomeizhishiwei-a885dbdf6fe5d0d3da66d032c1b8b8fe.png,http://s2.boohee.cn/house/upload_food/2010/5/23/192215_1274580067.jpg,http://s2.boohee.cn/house/upload_food/2010/5/23/192215_1274580067mid.jpg,182,24.64,7.50,4.29,0.00,,,,,,,,,,,,,,,,,,,
heluxueminilexueqiuxiangcaobingqilin,用户上传,和路雪 迷你乐雪球香草冰淇淋,零食、点心、冷饮,http://s2.boohee.cn/food/star/heluxueminilexueqiuxiangcaobingqilin-1db601e669ef85634e37a92d2e6d5eff.png,http://s2.boohee.cn/house/upload_food/2008/6/18/74067_1213735560.jpg,http://s2.boohee.cn/house/upload_food/2008/6/18/74067_1213735560mid.jpg,320,28.60,20.90,4.50,1.30,,,,,,,,,,,,,,,,,,,
Flemingsshuiguotiao_caomei,用户上传,Flemings水果条(草莓),零食、点心、冷饮,http://s2.boohee.cn/food/star/Flemingsshuiguotiao_caomei-d7d7f1a8a6c0a15209be73510933b579.png,http://s2.boohee.cn/house/upload_food/2009/8/27/296739_1251329919.jpg,http://s2.boohee.cn/house/upload_food/2009/8/27/296739_1251329919mid.jpg,329,66.50,4.50,2.00,11.50,,,,,,,,,,,,,,,,,,,
jianadayangguangshaonvputaogan,用户上传,阳光少女 加拿大 葡萄干,零食、点心、冷饮,http://s2.boohee.cn/food/star/jianadayangguangshaonvputaogan-1d1924fed7a1fdd5a0251e2063c98b33.png,http://s2.boohee.cn/house/upload_food/2009/8/15/296739_1250301744.jpg,http://s2.boohee.cn/house/upload_food/2009/8/15/296739_1250301744mid.jpg,303,71.00,0.70,3.00,5.90,,,,,,,,,,,,,,,,,,,
danengtianqu,用户上传,卡夫 达能甜趣韧性饼干(清甜原味),零食、点心、冷饮,http://s2.boohee.cn/food/star/danengtianqu-1f19367d81efc54757dd37e48bec8bb2.png,http://s2.boohee.cn/house/upload_food/2009/4/17/124911_1239975084.jpg,http://s2.boohee.cn/house/upload_food/2009/4/17/124911_1239975084mid.jpg,490,66.00,21.00,8.50,一,,,,,,,,,,,,,,,,,,,
haoshiHersheystenong60chunheiqiaokeli,用户上传,好时 HERSHEY‘S特浓60%纯黑巧克力,零食、点心、冷饮,http://s2.boohee.cn/food/star/haoshiHersheystenong60chunheiqiaokeli-c90b1cb5c1cba88f2a272c2037f6ecf1.png,http://s2.boohee.cn/house/upload_food/2009/2/8/192586_1234049886.jpg,http://s2.boohee.cn/house/upload_food/2009/2/8/192586_1234049886mid.jpg,432,40.54,35.14,8.11,10.81,,,,,,,,,,,,,,,,,,,
silangxianfuxiaohuabingditangshucai,用户上传,思朗 纤麸消化饼低糖蔬菜,零食、点心、冷饮,http://s2.boohee.cn/food/star/silangxianfuxiaohuabingditangshucai-093f533abb8890f135e1e55180f4791e.png,http://s2.boohee.cn/house/upload_food/2009/2/10/194709_1234231499.jpg,http://s2.boohee.cn/house/upload_food/2009/2/10/194709_1234231499mid.jpg,504,63.40,24.10,8.20,6.80,,,,,,,,,,,,,,,,,,,
hanguobaomihua,用户上传,韩国爆米花,零食、点心、冷饮,http://s2.boohee.cn/food/star/hanguobaomihua-c20440de576e48ae0d25f2afe88800db.png,http://s2.boohee.cn/house/upload_food/2008/7/2/74067_1214984513.jpg,http://s2.boohee.cn/house/upload_food/2008/7/2/74067_1214984513mid.jpg,430,74.00,14.00,8.00,一,,,,,,,,,,,,,,,,,,,
bingqilin,薄荷,冰淇淋,零食、点心、冷饮,http://s2.boohee.cn/food/star/bingqilin-eb5d94cda34ba0bb7fb8d57f6173e76d.png,http://s2.boohee.cn/house/upload_food/2020/5/15/big_photo_url_4973419accf698f6315ce0d08e72124c.jpg,http://s2.boohee.cn/house/upload_food/2020/5/15/mid_photo_url_6b41838ab197aec8870ecb0ff8c12187.jpg,127,17.30,5.30,2.40,一,48.00,一,0.24,一,0.01,0.03,0.20,一,12.00,126.00,0.50,0.37,0.02,0.05,125.00,67.00,54.20,1.73,"1个(球)冰淇淋(50.0克)64大卡,标准(100克)127大卡"
tianyuanfangmeiguojiazhoutangmuxunwuzihongtigan,用户上传,田园坊 美国加州汤姆逊无籽红提干,零食、点心、冷饮,http://s2.boohee.cn/food/star/tianyuanfangmeiguojiazhoutangmuxunwuzihongtigan-b4dae819cd22e2bb525fbfa2bfd29310.png,http://s2.boohee.cn/house/upload_food/2008/6/27/71925_1214559059.jpg,http://s2.boohee.cn/house/upload_food/2008/6/27/71925_1214559059mid.jpg,316,76.90,0.70,3.02,5.90,,,,,,,,,,,,,,,,,,,"1袋田园坊 美国加州汤姆逊无籽红提干(160.0克)506大卡,标准(100克)316大卡"
bingqiling_huaxintong,薄荷,冰淇淋(花心筒),零食、点心、冷饮,http://s2.boohee.cn/food/star/bingqiling_huaxintong-ceec2ba827b3464f1616f02226f1a42d.png,http://s2.boohee.cn/house/upload_food/2020/5/15/big_photo_url_4973419accf698f6315ce0d08e72124c.jpg,http://s2.boohee.cn/house/upload_food/2020/5/15/mid_photo_url_6b41838ab197aec8870ecb0ff8c12187.jpg,278,37.50,13.10,4.20,0.80,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,
waisongliufangshaogaodian,用户上传,外松六方烧糕点,零食、点心、冷饮,http://s2.boohee.cn/food/star/waisongliufangshaogaodian-3db43aa0bf00669b052791a9dba7a50c.png,http://s2.boohee.cn/house/upload_food/2008/9/21/112882_1221980029.jpg,http://s2.boohee.cn/house/upload_food/2008/9/21/112882_1221980029mid.jpg,324,72.50,1.40,5.60,一,,,,,,,,,,,,,,,,,,,
jinditiaotiaotangqiaokeli,用户上传,金帝 跳跳糖巧克力,零食、点心、冷饮,http://s2.boohee.cn/food/star/jinditiaotiaotangqiaokeli-0addecdfd1d5b6b37f4ad17211d86abb.png,http://s2.boohee.cn/house/upload_food/2011/8/11/431370_1313031132.jpg,http://s2.boohee.cn/house/upload_food/2011/8/11/431370_1313031132mid.jpg,535,49.60,33.20,9.80,一,,,,,,,,,,,,,,,,,,,
shiyuechuwufenglisu,用户上传,十月初五凤梨酥,零食、点心、冷饮,http://s2.boohee.cn/food/star/shiyuechuwufenglisu-c9998f6805042ad819831ae98c3f60b6.png,http://s2.boohee.cn/house/upload_food/2008/7/2/74067_1214987053.jpg,http://s2.boohee.cn/house/upload_food/2008/7/2/74067_1214987053mid.jpg,433,70.00,16.67,3.33,一,,,,,,,,,,,,,,,,,,,"1个十月初五凤梨酥(25.0克)108大卡,标准(100克)433大卡"
zanba_huamaishupin,薄荷,糌粑(稞麦熟品),零食、点心、冷饮,http://s2.boohee.cn/food/star/zanba_huamaishupin-be42a0efb972351d1763b9149901461f.png,http://s2.boohee.cn/house/new_food/big/446459177ef6472ea9631e8af72fc4dd.jpg,http://s2.boohee.cn/house/new_food/mid/446459177ef6472ea9631e8af72fc4dd.jpg,261,32.50,13.10,4.10,1.80,一,一,2.68,一,0.05,0.15,1.90,73.00,61.00,71.00,13.90,9.55,6.26,0.64,123.00,176.00,8.90,7.50,
shuiguoweiruantang,薄荷,水果味软糖,零食、点心、冷饮,http://s2.boohee.cn/food/star/shuiguoweiruantang-711f49441533b58d098bce04215e9a69.png,http://s2.boohee.cn/house/upload_food/2020/6/5/big_photo_url_d81f075660adc4038e361b768da1030d.jpg,http://s2.boohee.cn/house/upload_food/2020/6/5/mid_photo_url_ad241ae3a16fb927447a4e05544d6b9d.jpg,369,85.70,0.30,6.00,0.10,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,"1颗水果味软糖(2.0克)7大卡,标准(100克)369大卡"
qianquweishengsuruantang,用户上传,千趣 维生素软糖,零食、点心、冷饮,http://s2.boohee.cn/food/star/qianquweishengsuruantang-71a32afe6fb0edd2065569ba22c38035.png,http://s2.boohee.cn/house/upload_food/2009/7/19/156362_1247975451.jpg,http://s2.boohee.cn/house/upload_food/2009/7/19/156362_1247975451mid.jpg,351,82.70,0.80,2.00,一,,,,,,,,,,,,,,,,,,,
mianhuatang,薄荷,棉花糖,零食、点心、冷饮,http://s2.boohee.cn/food/star/mianhuatang-212bb1da1992e5027a24977e365c34fc.png,http://s2.boohee.cn/house/upload_food/2020/9/24/b_big_photo_url_fa62d8ab3ffca92c8ebca9b03af58e95.jpg,http://s2.boohee.cn/house/upload_food/2020/9/24/m_big_photo_url_fa62d8ab3ffca92c8ebca9b03af58e95.jpg,321,75.30,0.00,4.90,一,一,一,一,一,0.04,0.01,0.30,一,3.00,19.00,一,一,0.11,一,2.00,4.00,94.60,一,"1粒棉花糖(3.0克)10大卡,标准(100克)321大卡"
wangwanghoushaohaitai,用户上传,旺旺厚烧海苔,零食、点心、冷饮,http://s2.boohee.cn/food/star/wangwanghoushaohaitai-7411c479b59acb9aefb8e31464c3be5d.png,http://s2.boohee.cn/house/upload_food/2009/2/18/129068_1234942883.jpg,http://s2.boohee.cn/house/upload_food/2009/2/18/129068_1234942883mid.jpg,454,70.60,15.80,7.30,一,,,,,,,,,,,,,,,,,,,
jingbajian,薄荷,京八件,零食、点心、冷饮,http://s2.boohee.cn/food/star/jingbajian-d1a743c23801d6ac8899ff02dd849db4.png,http://s2.boohee.cn/house/new_food/big/03a5181932cc49bdaad368a1fe911d65.jpg,http://s2.boohee.cn/house/new_food/mid/03a5181932cc49bdaad368a1fe911d65.jpg,441,67.60,16.40,7.20,3.00,7.00,一,5.50,40.00,0.08,0.03,4.20,一,23.00,15.00,2.60,0.40,0.16,0.34,81.00,54.00,16.60,12.70,
xiaonaihuamenggunailao,用户上传,小奶花 蒙古奶酪,零食、点心、冷饮,http://s2.boohee.cn/food/star/xiaonaihuamenggunailao-791a102ba5c89de3597f8d54f1b28dd7.png,http://s2.boohee.cn/house/upload_food/2010/12/6/523555_1291591578.jpg,http://s2.boohee.cn/house/upload_food/2010/12/6/523555_1291591578mid.jpg,396,78.10,8.00,6.50,0.00,,,,,,,,,,,,,,,,,,,
mhimhishiniunaiqiaokelidou,用户上传,m&m's 牛奶巧克力豆,零食、点心、冷饮,http://s2.boohee.cn/food/star/mhimhishiniunaiqiaokelidou-48040dda74abad3f31a20c87dd9feadb.png,http://s2.boohee.cn/house/upload_food/2011/5/8/431370_1304804320.jpg,http://s2.boohee.cn/house/upload_food/2011/5/8/431370_1304804320mid.jpg,485,70.30,20.40,4.60,一,,,,,,,,,,,,,,,,,,,
heluxueminikeaiduo_lanmeiwei,用户上传,和路雪 迷你可爱多(蓝莓味),零食、点心、冷饮,http://s2.boohee.cn/food/star/heluxueminikeaiduo_lanmeiwei-57f01fcd3e85d24bd8047526f967c8ef.png,http://s2.boohee.cn/house/upload_food/2009/8/5/284040_1249450508.jpg,http://s2.boohee.cn/house/upload_food/2009/8/5/284040_1249450508mid.jpg,279,38.00,12.50,3.00,一,,,,,,,,,,,,,,,,,,,
oubaonengliangbang_qiaokeliheruantangkouwei,用户上传,欧倍 欧宝能量棒(巧克力和软糖口味),零食、点心、冷饮,http://s2.boohee.cn/food/star/oubaonengliangbang_qiaokeliheruantangkouwei-b7dc6fc3809bc767332bdf166ba64e0b.png,http://s2.boohee.cn/house/upload_food/2009/11/23/405399_1258980738.jpg,http://s2.boohee.cn/house/upload_food/2009/11/23/405399_1258980738mid.jpg,295,54.29,6.19,5.71,25.24,,,,,,,,,,,,,,,,,,,
kangshifudanhuangyesusu,用户上传,康师傅 蛋黄也酥酥蛋黄饼干(原味),零食、点心、冷饮,http://s2.boohee.cn/food/star/kangshifudanhuangyesusu-60d00bbe2d35344c83c4041054db557f.png,http://s2.boohee.cn/house/upload_food/2008/10/25/144930_1224935368.jpg,http://s2.boohee.cn/house/upload_food/2008/10/25/144930_1224935368mid.jpg,486,67.00,20.00,9.00,一,,,,,,,,,,,,,,,,,,,
binggan_tiansujiaxin,薄荷,饼干(甜酥夹心),零食、点心、冷饮,http://s2.boohee.cn/food/star/binggan_tiansujiaxin-2fddd3cb96a0b31a08dec3824c7f8203.png,http://s2.boohee.cn/house/new_food/big/6620cb2ca41d457fa6c6c96824e64006.jpg,http://s2.boohee.cn/house/new_food/mid/6620cb2ca41d457fa6c6c96824e64006.jpg,557,55.60,35.10,5.60,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,
jituisu,薄荷,鸡腿酥,零食、点心、冷饮,http://s2.boohee.cn/food/star/jituisu-14e4bfa5e7d8b4008aa183e302289b40.png,http://s2.boohee.cn/house/upload_food/2020/9/24/b_big_photo_url_0a3420b7ee85054864e6596c53002f85.jpg,http://s2.boohee.cn/house/upload_food/2020/9/24/m_big_photo_url_0a3420b7ee85054864e6596c53002f85.jpg,436,72.70,13.40,6.20,一,一,一,1.53,一,一,一,0.90,一,14.00,19.00,1.10,0.12,0.14,一,59.00,63.00,406.80,9.14,
lindtruishiliantejichunwei85heiqiaokeli,用户上传,瑞士莲 特级纯味85%黑巧克力,零食、点心、冷饮,http://s2.boohee.cn/food/star/lindtruishiliantejichunwei85heiqiaokeli-fd797517b14a71317703c2f58fda2e1f.png,http://s2.boohee.cn/house/upload_food/2008/12/15/71058_1229282865.jpg,http://s2.boohee.cn/house/upload_food/2008/12/15/71058_1229282865mid.jpg,530,19.00,46.00,11.00,一,,,,,,,,,,,,,,,,,,,
nanguaguofu,薄荷,南瓜果脯,零食、点心、冷饮,http://s2.boohee.cn/food/star/nanguaguofu-f6853de889164007b7ce099217a85bb9.png,http://s2.boohee.cn/house/new_food/big/ffcb3ce2669b42ff94c8e6b5299c4588.jpg,http://s2.boohee.cn/house/new_food/mid/ffcb3ce2669b42ff94c8e6b5299c4588.jpg,337,83.30,0.20,0.90,0.70,一,7.00,一,一,0.01,一,一,一,15.00,176.00,一,0.12,10.36,0.09,5.00,15.00,16.40,7.83,
xiguafu,薄荷,西瓜脯,零食、点心、冷饮,http://s2.boohee.cn/food/star/xiguafu-5181a595c617eed8af082813e657b7ee.png,http://s2.boohee.cn/house/new_food/big/f93728825aa34b488d7cd7343fe5b22b.jpg,http://s2.boohee.cn/house/new_food/mid/f93728825aa34b488d7cd7343fe5b22b.jpg,311,77.50,0.20,0.70,2.00,3.00,13.00,一,20.00,0.01,0.03,0.40,一,57.00,253.00,11.00,2.10,0.04,0.09,1040.00,21.00,529.30,3.55,
jianyutougao,用户上传,煎芋头糕,零食、点心、冷饮,http://s2.boohee.cn/food/star/jianyutougao-974ae4a6b75aec1aaa91d8ca634e2be7.png,http://s2.boohee.cn/house/upload_food/2009/8/15/82712_1250347523.jpg,http://s2.boohee.cn/house/upload_food/2009/8/15/82712_1250347523mid.jpg,160,20.00,7.40,3.20,4.10,,,,,,,,,,,,,,,,,,,
defuxiangnongheiqiaokeli,用户上传,德芙 香浓黑巧克力,零食、点心、冷饮,http://s2.boohee.cn/food/star/defuxiangnongheiqiaokeli-c014b2d80091e8b2d1ccb6512b2a56d3.png,http://s2.boohee.cn/house/upload_food/2008/6/13/76176_1213365744.jpg,http://s2.boohee.cn/house/upload_food/2008/6/13/76176_1213365744mid.jpg,542,59.50,32.50,4.60,一,,,,,,,,,,,,,,,,,,,"1块德芙 香浓黑巧克力(14.0克)76大卡,1份德芙 香浓黑巧克力(10.0克)54大卡,1个德芙 香浓黑巧克力(14.0克)76大卡,标准(100克)542大卡"
fd9f93c2,用户上传,彬昕 新疆若羌灰枣,零食、点心、冷饮,http://s2.boohee.cn/food/star/fd9f93c2-dec1d0637b8c667421006d6adbd39ce9.png,http://s2.boohee.cn/house/upload_food/2015/12/10/big_photo_url_d998a2bd7058810e2f5426bac30d9a91.png,http://s2.boohee.cn/house/upload_food/2015/12/10/mid_photo_url_d998a2bd7058810e2f5426bac30d9a91.png,294,65.70,1.60,4.20,一,,,,,,,,,,,,,,,,,,,
fd7f1509,用户上传,上好佳 粟米条(朱古力口味),零食、点心、冷饮,http://s2.boohee.cn/food/star/fd7f1509-c22a4e8600b155a8794218e7f1d3fc73.png,http://s2.boohee.cn/house/upload_food/2015/12/9/big_photo_url_74050f98831da0c7db1fa4e62e53fa5e.png,http://s2.boohee.cn/house/upload_food/2015/12/9/mid_photo_url_74050f98831da0c7db1fa4e62e53fa5e.png,498,66.00,22.67,6.33,0.00,,,,,,,,,,,,,,,,,,,
heluxueqiancengxuebangxiangcaokouwei,用户上传,和路雪千层雪棒香草口味,零食、点心、冷饮,http://s2.boohee.cn/food/star/heluxueqiancengxuebangxiangcaokouwei-099e0f5600946307fffb100001a52106.png,http://s2.boohee.cn/house/upload_food/2008/6/14/74067_1213387099.jpg,http://s2.boohee.cn/house/upload_food/2008/6/14/74067_1213387099mid.jpg,224,23.30,13.30,2.90,一,,,,,,,,,,,,,,,,,,,
TOBLERONEruishiniunaiqiaokeli,用户上传,三角 瑞士牛奶巧克力35G,零食、点心、冷饮,http://s2.boohee.cn/food/star/TOBLERONEruishiniunaiqiaokeli-00f5e53437a19c518cec45b6804f61cc.png,http://s2.boohee.cn/house/upload_food/2010/9/12/283522_1284232008.jpg,http://s2.boohee.cn/house/upload_food/2010/9/12/283522_1284232008mid.jpg,526,60.00,28.57,5.43,一,,,,,,,,,,,,,,,,,,,
jibailioldhigoldxingrenheiqiaokeli,用户上传,吉百利 OLDGOLD杏仁黑巧克力,零食、点心、冷饮,http://s2.boohee.cn/food/star/jibailioldhigoldxingrenheiqiaokeli-9d51fb8f43d268be6c8c13123743ee95.png,http://s2.boohee.cn/house/upload_food/2009/10/2/135299_1254481698.png,http://s2.boohee.cn/house/upload_food/2009/10/2/135299_1254481698mid.png,528,48.30,33.50,6.90,一,,,,,,,,,,,,,,,,,,,
liticui,薄荷,立体脆,零食、点心、冷饮,http://s2.boohee.cn/food/star/liticui-8c7f1be5aa48cbac39ebe4dd05e401a3.png,http://s2.boohee.cn/house/new_food/big/52bec8981dfe474188a2f2e952813e09.jpg,http://s2.boohee.cn/house/new_food/mid/52bec8981dfe474188a2f2e952813e09.jpg,475,63.80,24.70,6.00,6.60,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,
